gene,species,timepoint,expression
gene_883,species_1,t2,1.5848383832928683
gene_883,species_1,t3,0.5808147377262008
gene_883,species_2,t0,0.09378817606894438
gene_883,species_2,t1,0.0
gene_883,species_2,t2,0.5273870615372869
gene_883,species_2,t3,0.48031417489453687
gene_883,species_3,t0,0.7574895312296264
gene_883,species_3,t1,1.5464429350303819
gene_883,species_3,t2,0.0
gene_883,species_3,t3,0.0
gene_884,species_1,t0,0.4771435236703031
gene_884,species_1,t1,0.9942210723187009
gene_884,species_1,t2,0.0
gene_884,species_1,t3,0.0
gene_884,species_2,t0,0.36602854426746984
gene_884,species_2,t1,0.44688005320026153
gene_884,species_2,t2,0.0
gene_884,species_2,t3,0.0
gene_884,species_3,t0,0.41053143676541637
gene_884,species_3,t1,0.5295915534976606
gene_884,species_3,t2,1.9273779658487125
gene_884,species_3,t3,0.8720887235927631
gene_885,species_1,t0,3.1791932481354523
gene_885,species_1,t1,0.0
gene_885,species_1,t2,6.531017997795936
gene_885,species_1,t3,2.047055256411503
gene_885,species_2,t0,0.3150584855497507
gene_885,species_2,t1,0.0
gene_885,species_2,t2,2.21548255960063
gene_885,species_2,t3,0.0
gene_885,species_3,t0,2.8880218374506814
gene_885,species_3,t1,5.579459532940854
gene_885,species_3,t2,0.0
gene_885,species_3,t3,0.0
gene_886,species_1,t0,1.4309637891986977
gene_886,species_1,t1,1.8201220863218823
gene_886,species_1,t2,2.686054377952474
gene_886,species_1,t3,0.0
gene_886,species_2,t0,0.0
gene_886,species_2,t1,0.9742924597041972
gene_886,species_2,t2,0.0
gene_886,species_2,t3,0.0
gene_886,species_3,t0,0.7916804797153508
gene_886,species_3,t1,2.6407407803944123
gene_886,species_3,t2,0.26626194469169107
gene_886,species_3,t3,0.0
gene_887,species_1,t0,0.2047790745898089
gene_887,species_1,t1,0.5370574569310298
gene_887,species_1,t2,0.0
gene_887,species_1,t3,0.17284378869445832
gene_887,species_2,t0,0.26466480954233473
gene_887,species_2,t1,1.1886164264390635
gene_887,species_2,t2,1.5889390529796037
gene_887,species_2,t3,0.499550397626505
gene_887,species_3,t0,0.3208084627176203
gene_887,species_3,t1,2.112147553872963
gene_887,species_3,t2,0.0
gene_887,species_3,t3,0.5880194229271168
gene_888,species_1,t0,0.0
gene_888,species_1,t1,0.0
gene_888,species_1,t2,0.005707770003105324
gene_888,species_1,t3,0.08755464491018683
gene_888,species_2,t0,0.1871152522606693
gene_888,species_2,t1,1.1813298410209998
gene_888,species_2,t2,0.0
gene_888,species_2,t3,0.7860952552213335
gene_888,species_3,t0,0.6748931300831399
gene_888,species_3,t1,1.0221933916910617
gene_888,species_3,t2,0.0
gene_888,species_3,t3,0.0
gene_889,species_1,t0,0.6525959642444508
gene_889,species_1,t1,0.0
gene_889,species_1,t2,2.1037262386052453
gene_889,species_1,t3,0.9668747967469371
gene_889,species_2,t0,0.5630493488326442
gene_889,species_2,t1,1.2167493156718379
gene_889,species_2,t2,0.0
gene_889,species_2,t3,2.066536963940374
gene_889,species_3,t0,1.3102344322257773
gene_889,species_3,t1,0.0
gene_889,species_3,t2,1.295044837563441
gene_889,species_3,t3,0.0
gene_890,species_1,t0,0.0
gene_890,species_1,t1,3.350951572549185
gene_890,species_1,t2,0.0
gene_890,species_1,t3,1.6378355135240734
gene_890,species_2,t0,0.3592434247479953
gene_890,species_2,t1,0.4101982925150468
gene_890,species_2,t2,0.0
gene_890,species_2,t3,1.4091402842514749
gene_890,species_3,t0,1.4976335474074214
gene_890,species_3,t1,0.0
gene_890,species_3,t2,0.25576200934538723
gene_890,species_3,t3,0.45552753176476585
gene_891,species_1,t0,0.0
gene_891,species_1,t1,0.26530700927393985
gene_891,species_1,t2,1.3396248984923393
gene_891,species_1,t3,0.5897080014700875
gene_891,species_2,t0,0.0
gene_891,species_2,t1,0.34910829242568964
gene_891,species_2,t2,0.3097319604511965
gene_891,species_2,t3,0.0
gene_891,species_3,t0,0.14506976847031344
gene_891,species_3,t1,0.0
gene_891,species_3,t2,1.8960867139598478
gene_891,species_3,t3,0.8267316420012751
gene_892,species_1,t0,1.1031662287456574
gene_892,species_1,t1,2.5108610022867057
gene_892,species_1,t2,0.0
gene_892,species_1,t3,0.0
gene_892,species_2,t0,0.0
gene_892,species_2,t1,0.12929522664047036
gene_892,species_2,t2,0.0
gene_892,species_2,t3,0.906981398349354
gene_892,species_3,t0,0.8228976698282309
gene_892,species_3,t1,0.026468149138146546
gene_892,species_3,t2,0.0
gene_892,species_3,t3,1.440005560888827
gene_893,species_1,t0,1.5946448253372378
gene_893,species_1,t1,0.0
gene_893,species_1,t2,0.0
gene_893,species_1,t3,0.0
gene_893,species_2,t0,1.1373218575143433
gene_893,species_2,t1,0.19456752148654147
gene_893,species_2,t2,0.0
gene_893,species_2,t3,1.4502453347784119
gene_893,species_3,t0,1.1511258976259375
gene_893,species_3,t1,0.0
gene_893,species_3,t2,5.690076988506715
gene_893,species_3,t3,0.0
gene_894,species_1,t0,0.0
gene_894,species_1,t1,1.452290117313472
gene_894,species_1,t2,2.9176417060730135
gene_894,species_1,t3,0.0
gene_894,species_2,t0,0.29334945279122615
gene_894,species_2,t1,1.7745417062153575
gene_894,species_2,t2,1.8299029502272566
gene_894,species_2,t3,0.0
gene_894,species_3,t0,0.0
gene_894,species_3,t1,3.6479418765026264
gene_894,species_3,t2,1.4986415509483133
gene_894,species_3,t3,0.24103577654479239
gene_895,species_1,t0,0.0
gene_895,species_1,t1,3.580138566456772
gene_895,species_1,t2,1.9822484527519735
gene_895,species_1,t3,0.19607381238789384
gene_895,species_2,t0,0.0
gene_895,species_2,t1,0.6211537092208812
gene_895,species_2,t2,0.0
gene_895,species_2,t3,1.532601827642931
gene_895,species_3,t0,1.1325565892369354
gene_895,species_3,t1,0.0
gene_895,species_3,t2,0.0
gene_895,species_3,t3,0.0
gene_896,species_1,t0,0.140914061266542
gene_896,species_1,t1,0.0
gene_896,species_1,t2,0.05465871695477123
gene_896,species_1,t3,0.000546353278407935
gene_896,species_2,t0,0.1095504232169767
gene_896,species_2,t1,0.17427568139658206
gene_896,species_2,t2,0.15526961116396656
gene_896,species_2,t3,0.0
gene_896,species_3,t0,0.0
gene_896,species_3,t1,0.6794725329556169
gene_896,species_3,t2,0.0
gene_896,species_3,t3,0.4601695344957523
gene_897,species_1,t0,0.11218539666894395
gene_897,species_1,t1,0.5818801227364842
gene_897,species_1,t2,0.0
gene_897,species_1,t3,0.01197643633844351
gene_897,species_2,t0,0.0
gene_897,species_2,t1,0.05835688533982424
gene_897,species_2,t2,0.0
gene_897,species_2,t3,0.0
gene_897,species_3,t0,0.10263729511514164
gene_897,species_3,t1,0.0
gene_897,species_3,t2,0.0
gene_897,species_3,t3,0.22789706858762732
gene_898,species_1,t0,0.0
gene_898,species_1,t1,1.545853316081396
gene_898,species_1,t2,0.0
gene_898,species_1,t3,0.0
gene_898,species_2,t0,0.19126304514036394
gene_898,species_2,t1,0.0
gene_898,species_2,t2,0.0
gene_898,species_2,t3,0.06994095000151487
gene_898,species_3,t0,0.4648189281621809
gene_898,species_3,t1,4.329159496456268
gene_898,species_3,t2,1.449407436871266
gene_898,species_3,t3,0.0
gene_899,species_1,t0,0.3156250577852244
gene_899,species_1,t1,1.0909885173046154
gene_899,species_1,t2,0.1702404854286005
gene_899,species_1,t3,0.0
gene_899,species_2,t0,0.0
gene_899,species_2,t1,0.5298719651664398
gene_899,species_2,t2,0.7023802701317762
gene_899,species_2,t3,0.1742616456673873
gene_899,species_3,t0,0.4890163645948443
gene_899,species_3,t1,0.1518974084093842
gene_899,species_3,t2,1.684683260775922
gene_899,species_3,t3,0.0
gene_900,species_1,t0,2.7611917780418183
gene_900,species_1,t1,4.361032746712539
gene_900,species_1,t2,4.257152651656287
gene_900,species_1,t3,0.8438050512481564
gene_900,species_2,t0,0.6066246711991384
gene_900,species_2,t1,1.8058175620235577
gene_900,species_2,t2,1.9943647796839516
gene_900,species_2,t3,1.3160817856460625
gene_900,species_3,t0,1.426400931044914
gene_900,species_3,t1,4.107898136450626
gene_900,species_3,t2,2.7851539527046456
gene_900,species_3,t3,1.3352761326380915
gene_901,species_1,t0,0.0
gene_901,species_1,t1,0.0
gene_901,species_1,t2,0.3470345294054148
gene_901,species_1,t3,0.24820740128500965
gene_901,species_2,t0,0.11972037698226673
gene_901,species_2,t1,0.6115859846044402
gene_901,species_2,t2,0.6360282232231412
gene_901,species_2,t3,0.0
gene_901,species_3,t0,0.16100749460768404
gene_901,species_3,t1,0.9030171652727093
gene_901,species_3,t2,1.2809568748442237
gene_901,species_3,t3,0.28738425519298744
gene_902,species_1,t0,0.8098265630973123
gene_902,species_1,t1,1.0747448785835638
gene_902,species_1,t2,1.684183139139337
gene_902,species_1,t3,0.620722460274968
gene_902,species_2,t0,0.2575236628998568
gene_902,species_2,t1,0.0
gene_902,species_2,t2,0.5123173079605221
gene_902,species_2,t3,0.7568723637094631
gene_902,species_3,t0,0.6953926890492851
gene_902,species_3,t1,1.5881521128635636
gene_902,species_3,t2,0.12437437928808576
gene_902,species_3,t3,0.0
gene_903,species_1,t0,0.0
gene_903,species_1,t1,2.468010180316739
gene_903,species_1,t2,4.391755191908479
gene_903,species_1,t3,1.470680642472955
gene_903,species_2,t0,0.5343568804959308
gene_903,species_2,t1,0.9116299726439667
gene_903,species_2,t2,0.40081005453148605
gene_903,species_2,t3,0.8644564973911981
gene_903,species_3,t0,1.111063899131407
gene_903,species_3,t1,4.532998326417239
gene_903,species_3,t2,0.0
gene_903,species_3,t3,0.6566011185741811
gene_904,species_1,t0,0.0
gene_904,species_1,t1,3.5561396319000496
gene_904,species_1,t2,1.68423975388167
gene_904,species_1,t3,0.4138172822332847
gene_904,species_2,t0,0.0
gene_904,species_2,t1,0.7364770505215014
gene_904,species_2,t2,1.514604996251525
gene_904,species_2,t3,0.0
gene_904,species_3,t0,1.5286667193217878
gene_904,species_3,t1,0.0
gene_904,species_3,t2,4.955846143225326
gene_904,species_3,t3,0.0
gene_905,species_1,t0,0.0
gene_905,species_1,t1,0.9277096409932011
gene_905,species_1,t2,2.7616342585072284
gene_905,species_1,t3,0.0
gene_905,species_2,t0,0.17175084650244937
gene_905,species_2,t1,2.5067336289540383
gene_905,species_2,t2,0.0
gene_905,species_2,t3,0.6816695181808341
gene_905,species_3,t0,0.0
gene_905,species_3,t1,3.876536088023604
gene_905,species_3,t2,0.0
gene_905,species_3,t3,0.17505956781451382
gene_906,species_1,t0,2.0337981183460747
gene_906,species_1,t1,4.164091475068151
gene_906,species_1,t2,2.8884262042331708
gene_906,species_1,t3,0.7608181653596793
gene_906,species_2,t0,0.5357444143785461
gene_906,species_2,t1,0.6452755438975424
gene_906,species_2,t2,1.5358440317676703
gene_906,species_2,t3,0.31006573211495536
gene_906,species_3,t0,0.0
gene_906,species_3,t1,0.0
gene_906,species_3,t2,4.6814748489389375
gene_906,species_3,t3,1.2140872615810825
gene_907,species_1,t0,0.842006707940476
gene_907,species_1,t1,0.0
gene_907,species_1,t2,1.124223101245331
gene_907,species_1,t3,0.0
gene_907,species_2,t0,0.2927196724000128
gene_907,species_2,t1,0.0
gene_907,species_2,t2,3.2317285092291
gene_907,species_2,t3,0.0
gene_907,species_3,t0,1.515799949272946
gene_907,species_3,t1,0.5798081480675489
gene_907,species_3,t2,4.159121006221869
gene_907,species_3,t3,0.7755506630276816
gene_908,species_1,t0,1.3340498669958354
gene_908,species_1,t1,2.915629107153143
gene_908,species_1,t2,0.0
gene_908,species_1,t3,0.5645821754332198
gene_908,species_2,t0,0.08015465178074224
gene_908,species_2,t1,0.06614380825568517
gene_908,species_2,t2,0.0
gene_908,species_2,t3,0.0
gene_908,species_3,t0,0.0
gene_908,species_3,t1,1.8260825513469288
gene_908,species_3,t2,2.4879927239781683
gene_908,species_3,t3,0.6876857520206958
gene_909,species_1,t0,1.6196661688885514
gene_909,species_1,t1,2.000671858345995
gene_909,species_1,t2,3.5497078329671234
gene_909,species_1,t3,1.078457840651102
gene_909,species_2,t0,0.3017480452200638
gene_909,species_2,t1,1.4834959209575345
gene_909,species_2,t2,0.9934512435919336
gene_909,species_2,t3,0.1306795893258107
gene_909,species_3,t0,0.617613285653918
gene_909,species_3,t1,4.124823195470865
gene_909,species_3,t2,0.0
gene_909,species_3,t3,0.44086076337552293
gene_910,species_1,t0,2.113101944584588
gene_910,species_1,t1,0.0
gene_910,species_1,t2,0.0
gene_910,species_1,t3,0.0
gene_910,species_2,t0,0.07227923953811491
gene_910,species_2,t1,0.46815709105333225
gene_910,species_2,t2,0.5355378835556607
gene_910,species_2,t3,0.04426740944825071
gene_910,species_3,t0,1.7787445013863359
gene_910,species_3,t1,2.9922070587470864
gene_910,species_3,t2,0.0
gene_910,species_3,t3,0.794289405154016
gene_911,species_1,t0,0.6462062418506959
gene_911,species_1,t1,1.64262793910072
gene_911,species_1,t2,0.0
gene_911,species_1,t3,0.0
gene_911,species_2,t0,0.3399225934162357
gene_911,species_2,t1,0.21358645171690677
gene_911,species_2,t2,0.686093163757241
gene_911,species_2,t3,0.0
gene_911,species_3,t0,0.4852438802686685
gene_911,species_3,t1,0.48504184472415646
gene_911,species_3,t2,2.0993562168999116
gene_911,species_3,t3,0.0
gene_912,species_1,t0,1.4819034708631047
gene_912,species_1,t1,3.3523589574347383
gene_912,species_1,t2,1.8675447534794742
gene_912,species_1,t3,0.36730242618667386
gene_912,species_2,t0,0.5737132030770994
gene_912,species_2,t1,0.15084233505155953
gene_912,species_2,t2,0.0
gene_912,species_2,t3,0.0
gene_912,species_3,t0,1.2483365965698936
gene_912,species_3,t1,0.8626139551627527
gene_912,species_3,t2,3.7029300635878384
gene_912,species_3,t3,1.299367070038737
gene_913,species_1,t0,1.187237544756836
gene_913,species_1,t1,3.1226420108889306
gene_913,species_1,t2,0.0
gene_913,species_1,t3,0.3866049216727954
gene_913,species_2,t0,0.48714455060186584
gene_913,species_2,t1,0.27967469566309355
gene_913,species_2,t2,0.8233820364564703
gene_913,species_2,t3,0.0
gene_913,species_3,t0,1.2974536472501983
gene_913,species_3,t1,0.42237448595073973
gene_913,species_3,t2,3.8467239895937655
gene_913,species_3,t3,1.2069407920904456
gene_914,species_1,t0,0.0
gene_914,species_1,t1,0.5981362398118684
gene_914,species_1,t2,1.3734007752994448
gene_914,species_1,t3,0.30588181690560534
gene_914,species_2,t0,0.0
gene_914,species_2,t1,0.0
gene_914,species_2,t2,0.0
gene_914,species_2,t3,0.0
gene_914,species_3,t0,0.0640124072089338
gene_914,species_3,t1,0.0
gene_914,species_3,t2,0.8403560409497467
gene_914,species_3,t3,0.1501930526312697
gene_915,species_1,t0,2.813675582276205
gene_915,species_1,t1,0.0
gene_915,species_1,t2,5.3042275465653566
gene_915,species_1,t3,0.0
gene_915,species_2,t0,0.09374878363197958
gene_915,species_2,t1,0.0
gene_915,species_2,t2,1.5671168007726441
gene_915,species_2,t3,0.6217383127280643
gene_915,species_3,t0,1.4650413562496134
gene_915,species_3,t1,5.45798248612474
gene_915,species_3,t2,0.8139541710460055
gene_915,species_3,t3,0.4247572322314464
gene_916,species_1,t0,0.5610909019574324
gene_916,species_1,t1,0.3181660847087793
gene_916,species_1,t2,1.034026608813354
gene_916,species_1,t3,0.13808681965577652
gene_916,species_2,t0,0.0
gene_916,species_2,t1,0.0
gene_916,species_2,t2,0.9989738810309138
gene_916,species_2,t3,0.535286152559025
gene_916,species_3,t0,0.07953416192422193
gene_916,species_3,t1,0.0
gene_916,species_3,t2,0.5714766510416179
gene_916,species_3,t3,0.050707421913042575
gene_917,species_1,t0,1.967195592061989
gene_917,species_1,t1,3.3443810992920087
gene_917,species_1,t2,3.2907993344515565
gene_917,species_1,t3,0.0
gene_917,species_2,t0,0.22562760701259374
gene_917,species_2,t1,0.5895788940923079
gene_917,species_2,t2,0.0
gene_917,species_2,t3,0.09080356277798747
gene_917,species_3,t0,1.369184926014943
gene_917,species_3,t1,2.649924154522138
gene_917,species_3,t2,1.941725530999036
gene_917,species_3,t3,0.5696462013701168
gene_918,species_1,t0,0.10961089549039521
gene_918,species_1,t1,0.0
gene_918,species_1,t2,0.4466970737348447
gene_918,species_1,t3,0.11392473529164845
gene_918,species_2,t0,0.0
gene_918,species_2,t1,0.0
gene_918,species_2,t2,0.0
gene_918,species_2,t3,0.005356052417256549
gene_918,species_3,t0,0.0
gene_918,species_3,t1,0.11369339855901804
gene_918,species_3,t2,0.7088335007793655
gene_918,species_3,t3,0.30909283382055597
gene_919,species_1,t0,0.39684541957825414
gene_919,species_1,t1,0.5080681115704415
gene_919,species_1,t2,1.1805565534429594
gene_919,species_1,t3,0.21133337937727362
gene_919,species_2,t0,0.0
gene_919,species_2,t1,0.4268795143096498
gene_919,species_2,t2,0.050678961269734465
gene_919,species_2,t3,0.0
gene_919,species_3,t0,0.273336026745756
gene_919,species_3,t1,0.0
gene_919,species_3,t2,0.4898571628531772
gene_919,species_3,t3,0.0
gene_920,species_1,t0,1.4739111088967256
gene_920,species_1,t1,2.4672327922102313
gene_920,species_1,t2,3.5400106008522627
gene_920,species_1,t3,1.0905699037716714
gene_920,species_2,t0,0.35319833015807134
gene_920,species_2,t1,0.39890547488331785
gene_920,species_2,t2,0.6606735877534614
gene_920,species_2,t3,0.0
gene_920,species_3,t0,1.369803958888338
gene_920,species_3,t1,3.25492477963156
gene_920,species_3,t2,0.0
gene_920,species_3,t3,0.23692791890198636
gene_921,species_1,t0,1.6458959834976095
gene_921,species_1,t1,0.0
gene_921,species_1,t2,0.0
gene_921,species_1,t3,1.0274339665386312
gene_921,species_2,t0,0.04199026977737372
gene_921,species_2,t1,0.5757241322302661
gene_921,species_2,t2,1.8530707140930465
gene_921,species_2,t3,1.0125873113899109
gene_921,species_3,t0,1.651819126972855
gene_921,species_3,t1,1.508157470448095
gene_921,species_3,t2,3.2582624218183605
gene_921,species_3,t3,0.0
gene_922,species_1,t0,2.6952123662463094
gene_922,species_1,t1,4.441549163522894
gene_922,species_1,t2,0.0
gene_922,species_1,t3,0.0
gene_922,species_2,t0,0.0
gene_922,species_2,t1,0.0
gene_922,species_2,t2,0.622459130745469
gene_922,species_2,t3,0.0
gene_922,species_3,t0,2.0336405677924847
gene_922,species_3,t1,0.0
gene_922,species_3,t2,1.6283562254915394
gene_922,species_3,t3,0.0
gene_923,species_1,t0,1.7623560105042224
gene_923,species_1,t1,0.0
gene_923,species_1,t2,3.2612880950803107
gene_923,species_1,t3,0.7308555123968711
gene_923,species_2,t0,0.0
gene_923,species_2,t1,0.9021563537627053
gene_923,species_2,t2,0.0
gene_923,species_2,t3,0.0
gene_923,species_3,t0,0.0
gene_923,species_3,t1,3.1353281233419166
gene_923,species_3,t2,0.0
gene_923,species_3,t3,0.3724640699354329
gene_924,species_1,t0,1.876394154744875
gene_924,species_1,t1,2.8264288728907294
gene_924,species_1,t2,3.824945090959982
gene_924,species_1,t3,0.0
gene_924,species_2,t0,0.12734962531295302
gene_924,species_2,t1,1.146389298379001
gene_924,species_2,t2,0.0
gene_924,species_2,t3,0.1403256534367236
gene_924,species_3,t0,0.0
gene_924,species_3,t1,3.8522498107091563
gene_924,species_3,t2,0.1863250083487229
gene_924,species_3,t3,0.0
gene_925,species_1,t0,0.0
gene_925,species_1,t1,2.96801351943678
gene_925,species_1,t2,3.236352023661655
gene_925,species_1,t3,0.7548802108957825
gene_925,species_2,t0,0.0
gene_925,species_2,t1,1.1148372961820674
gene_925,species_2,t2,1.0171976837146743
gene_925,species_2,t3,0.6044222710015144
gene_925,species_3,t0,1.0473772006444342
gene_925,species_3,t1,3.3116370821543772
gene_925,species_3,t2,1.4779881491111109
gene_925,species_3,t3,0.5485388736057436
gene_926,species_1,t0,2.2492112117230665
gene_926,species_1,t1,3.7056045162447395
gene_926,species_1,t2,4.738007806421401
gene_926,species_1,t3,1.3023866004078246
gene_926,species_2,t0,0.4113041163140657
gene_926,species_2,t1,0.6913087995863847
gene_926,species_2,t2,0.8322440688451981
gene_926,species_2,t3,0.0
gene_926,species_3,t0,1.9107120367515638
gene_926,species_3,t1,0.0
gene_926,species_3,t2,1.1422816110839653
gene_926,species_3,t3,0.0
gene_927,species_1,t0,0.0
gene_927,species_1,t1,0.0
gene_927,species_1,t2,0.8874000360967685
gene_927,species_1,t3,0.2446261097081402
gene_927,species_2,t0,0.20355795798377785
gene_927,species_2,t1,0.16787948284196624
gene_927,species_2,t2,0.0
gene_927,species_2,t3,0.6775573324454526
gene_927,species_3,t0,0.11030762532659136
gene_927,species_3,t1,1.1977034216873639
gene_927,species_3,t2,0.9588872484531796
gene_927,species_3,t3,0.44945718098182214
gene_928,species_1,t0,0.0
gene_928,species_1,t1,5.015912842790928
gene_928,species_1,t2,3.6049995241297728
gene_928,species_1,t3,1.1834799512281213
gene_928,species_2,t0,0.0
gene_928,species_2,t1,0.0
gene_928,species_2,t2,0.0
gene_928,species_2,t3,1.5790919564031471
gene_928,species_3,t0,2.5148815659099313
gene_928,species_3,t1,1.6017986689536863
gene_928,species_3,t2,5.022928446292108
gene_928,species_3,t3,0.7573996246816511
gene_929,species_1,t0,2.7521276935596584
gene_929,species_1,t1,0.0
gene_929,species_1,t2,0.0
gene_929,species_1,t3,1.5019762715959981
gene_929,species_2,t0,0.0
gene_929,species_2,t1,2.3990693326531467
gene_929,species_2,t2,1.9280816176389455
gene_929,species_2,t3,0.2755625185350067
gene_929,species_3,t0,1.547856848124508
gene_929,species_3,t1,0.0
gene_929,species_3,t2,0.32537590035564984
gene_929,species_3,t3,0.0
gene_930,species_1,t0,0.2405418182973786
gene_930,species_1,t1,0.0
gene_930,species_1,t2,0.7607122708078223
gene_930,species_1,t3,0.46878384490160613
gene_930,species_2,t0,0.0
gene_930,species_2,t1,0.20817123928848646
gene_930,species_2,t2,0.08326780843548784
gene_930,species_2,t3,0.8540678468789658
gene_930,species_3,t0,0.1796798786317138
gene_930,species_3,t1,1.465560530195937
gene_930,species_3,t2,3.136168424722503
gene_930,species_3,t3,0.0
gene_931,species_1,t0,0.5023379978192857
gene_931,species_1,t1,2.651202364259899
gene_931,species_1,t2,0.0
gene_931,species_1,t3,0.0
gene_931,species_2,t0,0.6588447130074544
gene_931,species_2,t1,1.6490770242203068
gene_931,species_2,t2,2.490742143905977
gene_931,species_2,t3,0.3263420667008373
gene_931,species_3,t0,1.1377481302477586
gene_931,species_3,t1,1.90027280734942
gene_931,species_3,t2,5.112141879781771
gene_931,species_3,t3,1.3228446600234112
gene_932,species_1,t0,1.0932256814099104
gene_932,species_1,t1,2.4259810364182823
gene_932,species_1,t2,2.2203560744101734
gene_932,species_1,t3,0.8541174749882597
gene_932,species_2,t0,0.06478718135331298
gene_932,species_2,t1,0.7126504817501531
gene_932,species_2,t2,2.1557877719109317
gene_932,species_2,t3,1.3509556334306825
gene_932,species_3,t0,0.0
gene_932,species_3,t1,1.4991162098393895
gene_932,species_3,t2,0.0
gene_932,species_3,t3,0.21214981545202516
gene_933,species_1,t0,2.4474830519554844
gene_933,species_1,t1,0.0
gene_933,species_1,t2,5.8143035350203105
gene_933,species_1,t3,1.84086687409175
gene_933,species_2,t0,0.0
gene_933,species_2,t1,1.4696837425627718
gene_933,species_2,t2,0.3117105193822406
gene_933,species_2,t3,0.8520684134402358
gene_933,species_3,t0,1.5720483745481666
gene_933,species_3,t1,6.017252093081391
gene_933,species_3,t2,1.213084841408038
gene_933,species_3,t3,0.7766355277620625
gene_934,species_1,t0,1.372515775347111
gene_934,species_1,t1,1.997732052960679
gene_934,species_1,t2,2.727394782821334
gene_934,species_1,t3,1.0341867266000262
gene_934,species_2,t0,0.0
gene_934,species_2,t1,0.0
gene_934,species_2,t2,0.0
gene_934,species_2,t3,0.8524277759523122
gene_934,species_3,t0,0.0
gene_934,species_3,t1,0.0
gene_934,species_3,t2,0.0
gene_934,species_3,t3,0.4969654939782526
gene_935,species_1,t0,0.0
gene_935,species_1,t1,0.0
gene_935,species_1,t2,5.044675365891703
gene_935,species_1,t3,0.0
gene_935,species_2,t0,0.7915717652869542
gene_935,species_2,t1,0.20673311254240614
gene_935,species_2,t2,0.687135267078355
gene_935,species_2,t3,0.0
gene_935,species_3,t0,2.637978262430043
gene_935,species_3,t1,3.3617884112032175
gene_935,species_3,t2,0.0
gene_935,species_3,t3,2.0313243314526406
gene_936,species_1,t0,0.0
gene_936,species_1,t1,4.218920137335679
gene_936,species_1,t2,6.029809798845834
gene_936,species_1,t3,1.7736172255453808
gene_936,species_2,t0,0.0
gene_936,species_2,t1,1.2697694170383433
gene_936,species_2,t2,0.5073262722668249
gene_936,species_2,t3,1.3079213262346978
gene_936,species_3,t0,1.860323864229804
gene_936,species_3,t1,0.0
gene_936,species_3,t2,0.24454417536969514
gene_936,species_3,t3,0.439374921471462
gene_937,species_1,t0,0.0
gene_937,species_1,t1,2.7512992101551084
gene_937,species_1,t2,2.5260414691991353
gene_937,species_1,t3,0.5858920381163197
gene_937,species_2,t0,0.0
gene_937,species_2,t1,0.17971505209796795
gene_937,species_2,t2,0.10196644406351527
gene_937,species_2,t3,0.0
gene_937,species_3,t0,1.0064337860680648
gene_937,species_3,t1,0.0
gene_937,species_3,t2,2.070478293084238
gene_937,species_3,t3,0.4394699712483332
gene_938,species_1,t0,2.5112511011758847
gene_938,species_1,t1,4.657776768236792
gene_938,species_1,t2,4.56679784433573
gene_938,species_1,t3,1.354783610926082
gene_938,species_2,t0,0.0
gene_938,species_2,t1,0.0
gene_938,species_2,t2,1.440900773791495
gene_938,species_2,t3,0.8889568409481202
gene_938,species_3,t0,2.062711388763837
gene_938,species_3,t1,0.0
gene_938,species_3,t2,0.0
gene_938,species_3,t3,0.4826871646601358
gene_939,species_1,t0,0.0
gene_939,species_1,t1,0.0
gene_939,species_1,t2,0.0
gene_939,species_1,t3,0.06993722231868567
gene_939,species_2,t0,0.0
gene_939,species_2,t1,0.609294539254332
gene_939,species_2,t2,0.0
gene_939,species_2,t3,0.0
gene_939,species_3,t0,0.3705597586079055
gene_939,species_3,t1,0.0
gene_939,species_3,t2,0.942303159519463
gene_939,species_3,t3,0.11911381284589767
gene_940,species_1,t0,1.452444725071864
gene_940,species_1,t1,3.0063679658651403
gene_940,species_1,t2,2.434492060067715
gene_940,species_1,t3,0.0
gene_940,species_2,t0,0.0
gene_940,species_2,t1,0.0
gene_940,species_2,t2,1.0002754605975215
gene_940,species_2,t3,0.3277176423299738
gene_940,species_3,t0,1.4017987747622196
gene_940,species_3,t1,1.3089358361647725
gene_940,species_3,t2,2.8280849137612396
gene_940,species_3,t3,0.8300273002338492
gene_941,species_1,t0,2.0381069244749948
gene_941,species_1,t1,0.0
gene_941,species_1,t2,4.07405319030608
gene_941,species_1,t3,1.1698816626762005
gene_941,species_2,t0,0.03233599778440027
gene_941,species_2,t1,0.0
gene_941,species_2,t2,0.01552164375692084
gene_941,species_2,t3,0.0
gene_941,species_3,t0,1.6946101911456417
gene_941,species_3,t1,0.0
gene_941,species_3,t2,0.0
gene_941,species_3,t3,0.0
gene_942,species_1,t0,0.2920248187991359
gene_942,species_1,t1,0.21584362707224172
gene_942,species_1,t2,0.8254649101072955
gene_942,species_1,t3,0.09254421365116972
gene_942,species_2,t0,0.0
gene_942,species_2,t1,1.1718004038351908
gene_942,species_2,t2,1.5681562583322788
gene_942,species_2,t3,0.0
gene_942,species_3,t0,0.30083244691018685
gene_942,species_3,t1,0.0
gene_942,species_3,t2,1.7660547903598482
gene_942,species_3,t3,0.3715896506146004
gene_943,species_1,t0,0.9404061436418275
gene_943,species_1,t1,1.2337396327388879
gene_943,species_1,t2,2.2903812902643503
gene_943,species_1,t3,0.7058251409387482
gene_943,species_2,t0,0.0
gene_943,species_2,t1,0.0
gene_943,species_2,t2,0.21140232647776158
